menu_section,restaurant_object_key,menu_item_name,description,menu_name,price,menu_item_extraction_date,restaurant_proprietary_url,restaurant_url,menu_proprietary_url,menu_source,app_filter,airport,datetime_timestamp,standardized_category,standardized_category_v1,main_category,sub_category,size
Beef Entrees,1525694,Beef Massaman,"chunky beef and potatoes slow-cooked in mildly sweet, and cinnamon-spiced red coconut-peanut curry.",Menu,16.0,2025-10-31,null,null,null,https://www.ubereats.com/store/duangrats-thai-restaurant/7Ahr3pU0U1KqMLX9ZFusZQ,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Calzones/strombolis,1754299,Buffalo Calzone,"ledo buffalo sauce, smoked provolone cheese and roasted chicken.",Full Menu,9.99,2025-10-31,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://ledopizza.com/store/md-hunt-valley/,https://www.yelp.com/biz/ledo-pizza-cockeysville-4,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Tuesdaycalzone,1754299,Buffalo Calzone,"ledo buffalo sauce, smoked provolone cheese and roasted chicken.",Full Menu,6.0,2025-10-31,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://ledopizza.com/store/md-hunt-valley/,https://www.yelp.com/biz/ledo-pizza-cockeysville-4,false,DCA,2025-11-03T07:02:20.896Z,null,Pizzas,null,null,null
Red,860799,Cab Franc | Familia Mayol | Mendoza | 2017 - Glass,null,Dinner Menu,12.0,2025-10-31,http://www.sonomadc.com/,http://www.sonomadc.com/,http://www.sonomadc.com/#menus,https://www.opentable.com/r/sonoma-restaurant-and-wine-bar-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Wine,null,null,null
Lavazza Coffee,1704403,Cafe Latte,null,Breakfast,6.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Chardonnay,509292,"Cakebread, 2009, Napa County, California - Btl","classic from napa valley; abundant flavors of pear, pineapple and melon",Wine List,80.0,2025-10-31,http://ezmedc.com/,http://ezmedc.com/,https://masked.com/,https://www.opentable.com/r/ezme-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Wine,null,null,null
Frosty,1397116,Caramel Crunch Chocolate Frosty Fusion,"your favorite frosty(r) flavor, chocolate or vanilla, swirled with a sweet caramel sauce and mixed with crunchy toffee pieces. creamy. crunchy. caramel-y.",Menu,6.09,2025-10-31,https://www.wendys.com,https://www.wendys.com,https://menu.wendys.com,https://www.ubereats.com/store/wendys-1320-merritt-blvd/ekB6ViNuTjeLx4UtoUa_0w,false,DCA,2025-11-03T07:02:20.896Z,null,Desserts,null,null,null
Salads,1201756,Chicken & Bacon Ranch (490 Cals),"tender rotisserie-style chicken, monterey cheddar cheese, bacon, peppercorn ranch, tomatoes, cucumbers, peppers, olives, & onions served on a bed lettuce & spinach.",Full Menu,11.6,2025-10-31,https://restaurants.subway.com/united-states/va/alexandria/1470-n-beauregard-st,https://restaurants.subway.com/united-states/va/alexandria/1470-n-beauregard-st,http://www.subway.com/en-us/menunutrition,https://www.yelp.com/biz/subway-alexandria-80,false,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Soups And Salads,861324,Daily House-made Soup - Bowl,null,Dinner Menu,5.99,2025-10-31,http://www.olivetreeitalian.com,http://www.olivetreeitalian.com,https://www.toasttab.com/the-olive-tree-glen-burnie,https://www.opentable.com/r/the-olive-tree-glen-burnie,true,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Soups & Salads,861324,Daily House-made Soup - Bowl,null,Lunch Menu,6.99,2025-10-31,http://www.olivetreeitalian.com,http://www.olivetreeitalian.com,https://www.toasttab.com/the-olive-tree-glen-burnie,https://www.opentable.com/r/the-olive-tree-glen-burnie,true,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Breakfast Bundles,1745531,"Egg & Cheese Sandwich, Coffee Or Juice",note: contains eggs.,Breakfast Menu,15.0,2025-10-31,https://www.hilton.com/en/hotels/mclmhhh-hilton-mclean-tysons-corner/dining/,https://www.hilton.com/en/hotels/mclmhhh-hilton-mclean-tysons-corner/dining/,https://www3.hilton.com/en/hotels/virginia/hilton-mclean-tysons-corner-mclmhhh/dining/index.html,https://www.opentable.com/r/harth-mclean,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Wicked Breakfast,1046848,Eggs Benny,"english muffin topped with poached egg, canadian bacon, and hollandaise with lyonnaise potatoes",Brunch,13.0,2025-10-31,https://www.wickedsistershampden.com,https://www.wickedsistershampden.com,https://masked.com/,https://www.opentable.com/r/wicked-sisters-hampden,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Appetizer (sides),764406,Garlic Bread (cheese),toasted french bread with garlic butter and side of marinara sauce.,Full Menu,6.99,2025-10-31,https://www.pizzabolis.com/locations/severna-park/,https://www.pizzabolis.com/locations/severna-park/,https://www.pizzabolis.com/menu/,https://www.yelp.com/biz/pizza-bolis-severna-park-2,false,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Soft Drinks,762561,Gold Peak Southern Style Sweet Tea,null,Full Menu,3.99,2025-10-31,https://locations.checkersandrallys.com/md/glen-burnie/1417-n.-crain-hwy.,https://locations.checkersandrallys.com/md/glen-burnie/1417-n.-crain-hwy.,https://www.checkers.com/food/,https://www.yelp.com/biz/checkers-glen-burnie-2,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Platters,692040,Hot Hamburger Platter,served with mashed potatoes or fries.,Full Menu,10.99,2025-10-31,http://glenburniewingsandmore.com,http://glenburniewingsandmore.com,https://eat.9fold.me/index.html#/507,https://www.yelp.com/biz/glen-burnie-wings-glen-burnie,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Super Veggie Smoothies,2152771,Island Green,"spinach, kale, mango, pineapple & banana",Full Menu,7.69,2025-10-31,https://locations.tropicalsmoothiecafe.com/va/manassas/10884-sudley-manor-drive,https://locations.tropicalsmoothiecafe.com/va/manassas/10884-sudley-manor-drive,https://www.tropicalsmoothiecafe.com/menu/,https://www.yelp.com/biz/tropical-smoothie-cafe-manassas-6,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Pizza,1788319,Jack-o'-lantern Pizza,"a pumpkin-shaped thin crust pizza topped with pepperoni, olive eyes, and cheese. served unsliced with a seasoning packet and pepperoncini.",Menu,18.59,2025-10-31,https://locations.papajohns.com/united-states/va/22304/alexandria/4529-duke-street,https://locations.papajohns.com/united-states/va/22304/alexandria/4529-duke-street,https://www.papajohns.com/order/menu,https://www.ubereats.com/store/papa-johns-pizza-4529-duke-st/qM7zg74ST-64nWCtryPLsw,false,DCA,2025-11-03T07:02:20.896Z,null,Pizzas,null,null,null
Newly Added,1788319,Jack-o'-lantern Pizza,"a pumpkin-shaped thin crust pizza topped with pepperoni, olive eyes, and cheese. served unsliced with a seasoning packet and pepperoncini.",Menu,18.59,2025-10-31,https://locations.papajohns.com/united-states/va/22304/alexandria/4529-duke-street,https://locations.papajohns.com/united-states/va/22304/alexandria/4529-duke-street,https://www.papajohns.com/order/menu,https://www.ubereats.com/store/papa-johns-pizza-4529-duke-st/qM7zg74ST-64nWCtryPLsw,false,DCA,2025-11-03T07:02:20.896Z,null,Pizzas,null,null,null
Gourmet Plates,1081899,Jerk Chicken Leg Gf,"bean puree, braised swiss chard, kimchi fennel",Dinner,24.0,2025-10-31,https://rosemarydc.com,https://rosemarydc.com,http://rosemarydc.com,https://www.opentable.com/r/rosemary-bistro-cafe-washington-district-of-columbia,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Subs/sandwich/gyro,1754299,King's Chicken Sandwich,"a juicy, golden-fried chicken breast with lettuce and tomato, served on a toasted king's hawaiin- bun. tossed in your choice of sauce: buffalo, bbq, hot honey or garlic parmesan.",Full Menu,8.49,2025-10-31,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://ledopizza.com/store/md-hunt-valley/,https://www.yelp.com/biz/ledo-pizza-cockeysville-4,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Fries,1875182,Little Cajun Fries,"freshly made boardwalk-style fries, cooked in pure, cholesterol-free, 100% peanut oil, and then showered with a heavy dose of cajun spice. cut fresh and cooked twice firm on the outside and mashed potato on the inside.",Full Menu,6.95,2025-10-31,https://restaurants.fiveguys.com/6546-little-river-turnpike,https://restaurants.fiveguys.com/6546-little-river-turnpike,http://www.fiveguys.com/menu,https://www.yelp.com/biz/five-guys-annandale-2,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Signature - Cocktails,1152899,Mango Mojito,"rum, fresh mint, fresh lime, mango, sprite",Main Menu,11.0,2025-10-31,http://www.lemirch.com/,http://www.lemirch.com/,https://masked.com/,https://www.opentable.com/r/le-mirch,true,DCA,2025-11-03T07:02:20.896Z,null,Alcohol and Cocktails,null,null,null
Famous Timbuktu Hors D'oeuvres,2271411,Mini Crab Cakes - Medium,null,Carry-out,45.0,2025-10-31,http://www.timbukturestaurant.com,http://www.timbukturestaurant.com,https://www.timbukturestaurant.com/menus/,https://www.opentable.com/r/timbuktu-hanover,true,DCA,2025-11-03T07:02:20.896Z,null,Desserts,null,null,null
Cold Mezze,1242483,Mirza (roasted Eggplant),"smoked eggplant, tomato, garlic and olive oil",Main Menu,6.0,2025-10-31,http://www.noraskabob.com,http://www.noraskabob.com,https://masked.com/,https://www.opentable.com/r/nora-kabob,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Tacos,826575,Nacho Cheese Doritos Locos Tacos Supreme,"a crunchy taco shell seasoned with nacho cheese doritos flavor filled with seasoned beef, reduced-fat sour cream, lettuce, diced tomatoes, and shredded cheddar cheese.",Full Menu,4.62,2025-10-31,http://www.tacobell.com,http://www.tacobell.com,https://www.tacobell.com/food/specialties/power-menu-bowl,https://www.yelp.com/biz/taco-bell-college-park,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Starters & Salads,1144551,Organic Local Greens - Add Local Chicken Breast Or Steak,"falcon ridge farm asian pears, dried walnuts, dates, gorgonzola, balsamic vinaigrette",Lunch Menu,14.0,2025-10-31,http://www.ricciutis.com/,http://www.ricciutis.com/,https://masked.com/,https://www.opentable.com/r/ricciutis-restaurant,true,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Wok Noodle,1160583,"Pad Thai - Shrimp, Seafood, Beef","original recipe, chinese chives, roasted peanut, egg",Lunch Menu,13.0,2025-10-31,http://www.dcnoodles.com/,http://www.dcnoodles.com/,https://masked.com/,https://www.opentable.com/r/dc-noodles,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Hot Subs,692040,Philly Cheese Steak Sub,steak or chicken with lots of grilled onions smothered with cheddar cheese sauce.,Full Menu,6.99,2025-10-31,http://glenburniewingsandmore.com,http://glenburniewingsandmore.com,https://eat.9fold.me/index.html#/507,https://www.yelp.com/biz/glen-burnie-wings-glen-burnie,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Burgers & Sandwiches,1759150,Pot Roast Melt Tossed Salad With Fr,"slow roasted with grilled onions and provolone cheese on grilled texas toast, with a side of gravy.",Full Menu,4.0,2025-10-31,http://theopi.com,http://theopi.com,null,https://www.yelp.com/biz/the-olde-philadelphia-inn-rosedale,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Quiche,2142421,Roasted Veggie Quiche Slice,cowgirl. a blend of our freshest veggies of the day with cheddar cheese in our creamy quiche base (no meat). delivered cold with heating directions.,Full Menu,8.75,2025-10-31,http://www.dangerouspiesbalt.com,http://www.dangerouspiesbalt.com,http://dangerouspies.com/home/?page_id=11,https://www.yelp.com/biz/dangerously-delicious-pies-baltimore,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Vegetarian,1230228,Saag [palak],spinach curry with a creamy texture.,Menu,14.99,2025-10-31,null,null,null,https://www.ubereats.com/store/halal-grill-factory/4xvFflwnXeCLjryMS0lxig,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Appetizers,2092080,Shrimp - 6pcs,"served fried, grilled or blackened with a side of cocktail sauce or your choice of our famous signature sauces",Dinner Menu,9.95,2025-10-31,https://www.oohhsnaahhs.com,https://www.oohhsnaahhs.com,http://oohhsnaahhs.com/menu,https://www.opentable.com/r/oohhs-and-aahhs-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Savory Pies,2142421,Spicy Chicken Cilantro Pie Slice,"pulled chicken, cilantro, black beans, and a mix of peppers and a spicy tomato sauce. delivered cold with heating directions.",Full Menu,9.75,2025-10-31,http://www.dangerouspiesbalt.com,http://www.dangerouspiesbalt.com,http://dangerouspies.com/home/?page_id=11,https://www.yelp.com/biz/dangerously-delicious-pies-baltimore,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Boli's Hot Sandwiches,764406,Traditional Gyro,"gyro meat with lettuce, tomatoes, raw onion and tzatziki sauce on warm pita bread.",Full Menu,10.99,2025-10-31,https://www.pizzabolis.com/locations/severna-park/,https://www.pizzabolis.com/locations/severna-park/,https://www.pizzabolis.com/menu/,https://www.yelp.com/biz/pizza-bolis-severna-park-2,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Bourbon And Rye,1779147,Woodford Reserve Rye,null,Dessert Menu,16.0,2025-10-31,http://www.bistrocacao.com,http://www.bistrocacao.com,https://bistrocacao.com/#menu,https://www.opentable.com/r/bistro-cacao-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Alcohol and Cocktails,null,null,null
Sides & Spreads,2170127,Apple,80 cal. fresh apple. allergens: none,"{""type"":""breakfast"",""updatedat"":""2024-08-14t08:54:z"",""storeid"":""600781""}",1.59,2025-10-31,null,null,https://www.panerabread.com/en-us/menu-categories/freshly-baked-breads.html,https://www.yelp.com/biz/panera-bread-fairfax-2,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Bourbon,1704403,Basil Hayden,kentucky,Roof Top Lunch Menu,16.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Alcohol and Cocktails,null,null,null
On The Side,1704403,Brown Sugar Coffee Cake Muffin,null,Breakfast,4.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Irish Whiskey,1704403,"Bushmills Black Bush, Ireland",null,Rye Bar Menu,14.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Alcohol and Cocktails,null,null,null
Sparkling Wine By The Glass,643176,"Cava, Freixenet ""cordon Negro"" Spain",null,Drink Menu,11.0,2025-10-31,http://www.lenfantbarandgrill.com,http://www.lenfantbarandgrill.com,http://places.singleplatform.com/lenfant-plaza-hotel/menu,https://www.opentable.com/r/lenfant-bar-and-grill-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Wine,null,null,null
Hot Subs,692040,Cheeseburger Sub,null,Full Menu,8.99,2025-10-31,http://glenburniewingsandmore.com,http://glenburniewingsandmore.com,https://eat.9fold.me/index.html#/507,https://www.yelp.com/biz/glen-burnie-wings-glen-burnie,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Cupcakes,1650457,Chocolate Salted Caramel,"chocolate cake, caramel buttercream and a sprinkling of sea salt",Cupcakes,5.5,2025-10-31,null,null,null,https://www.toasttab.com/local/order/lo-co-highland-13380-clarksville-pike/r-02dafe52-e51d-4a79-9511-3917439ec223,true,DCA,2025-11-03T07:02:20.896Z,null,Desserts,null,null,null
Salads,1201756,Cold Cut Combo(r) (460 Cals),"the cold cut combo(r) salad has ham, salami, and bologna (all turkey-based) tossed together with crisp lettuce and your favorite veggies. mix it up with whatever dressing you love best.",Full Menu,9.41,2025-10-31,https://restaurants.subway.com/united-states/va/alexandria/1470-n-beauregard-st,https://restaurants.subway.com/united-states/va/alexandria/1470-n-beauregard-st,http://www.subway.com/en-us/menunutrition,https://www.yelp.com/biz/subway-alexandria-80,false,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Sides,762511,Cookie,choose one or two freshly baked cookies including chocolate chip and oatmeal.,Full Menu,1.95,2025-10-31,http://firehousesubs.com/menu,http://firehousesubs.com/menu,http://order.firehousesubs.com/menu?service-mode=TAKEOUT&store-number=784,https://www.yelp.com/biz/firehouse-subs-westminster,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
"Sides, Drinks, & Desserts",1732400,Cookie,fresh-baked and delicious.,Full Menu,2.1,2025-10-31,https://www.jerseymikes.com/6083/bristow-va,https://www.jerseymikes.com/6083/bristow-va,https://www.jerseymikes.com/menu,https://www.yelp.com/biz/jersey-mikes-subs-bristow,false,DCA,2025-11-03T07:02:20.896Z,null,Desserts,null,null,null
Burgers & Sandwiches,1759150,Crispy Chicken Tossed Salad With No,chicken breast with a crispy panko coating. served on a toasted pretzel roll.,Full Menu,4.0,2025-10-31,http://theopi.com,http://theopi.com,null,https://www.yelp.com/biz/the-olde-philadelphia-inn-rosedale,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Limited Time Only,1167520,Crispy Onion Whopper(r) Jr.,"the crispy onion whopper(r) jr. features a flame-grilled beef patty topped with crispy onion rings, crunchy onion crisps, bacon, melty american cheese, bbq sauce, pickles, lettuce, tomatoes and mayo all on a toasted sesame seed bun.",Main Menu,5.99,2025-10-31,https://burgerking.com/store-locator/store/restaurant_4989,https://burgerking.com/store-locator/store/restaurant_4989,http://www.bk.com/menu/kids_meals,https://www.ubereats.com/store/burger-king-7988-crain-highway/Ha-xUlY1Tx6od1sIRUfx3w,false,DCA,2025-11-03T07:02:20.896Z,null,Other,null,null,null
Flame Grilled Burgers,1167520,Crispy Onion Whopper(r) Jr.,"the crispy onion whopper(r) jr. features a flame-grilled beef patty topped with crispy onion rings, crunchy onion crisps, bacon, melty american cheese, bbq sauce, pickles, lettuce, tomatoes and mayo all on a toasted sesame seed bun.",Main Menu,5.99,2025-10-31,https://burgerking.com/store-locator/store/restaurant_4989,https://burgerking.com/store-locator/store/restaurant_4989,http://www.bk.com/menu/kids_meals,https://www.ubereats.com/store/burger-king-7988-crain-highway/Ha-xUlY1Tx6od1sIRUfx3w,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Salad,815449,Crispy Rice Salad With Sour Pork,"gluten free, spicy : crispy rice, red onion, scallion, cilantro, sour pork, ginger, peanut.",Full Menu,16.0,2025-10-31,https://www.laosintown.com,https://www.laosintown.com,https://docs.wixstatic.com/ugd/3d46c9_12572da786314c7da5f2a1ed66e2965c.pdf,https://www.yelp.com/biz/laos-in-town-washington-3,false,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Vegan Main,815449,Crispy Tofu Rice,"crispy tofu, garlic rice, herbal salad, sweet garlic sauce.",Full Menu,19.0,2025-10-31,https://www.laosintown.com,https://www.laosintown.com,https://docs.wixstatic.com/ugd/3d46c9_12572da786314c7da5f2a1ed66e2965c.pdf,https://www.yelp.com/biz/laos-in-town-washington-3,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Syrah / Grenache Blends,1779147,"Domaine Chaume Arnaud, Vinsobres 2017",null,Drinks Menu,72.0,2025-10-31,http://www.bistrocacao.com,http://www.bistrocacao.com,https://bistrocacao.com/#menu,https://www.opentable.com/r/bistro-cacao-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Wine,null,null,null
Cookies Shakes,764367,Dream Bar,"rich, chocolatey oatmeal bar with sweet caramel",Full Menu,3.29,2025-10-31,https://www.potbelly.com/,https://www.potbelly.com/,https://potbelly.com/locations/maryland/silver-spring,https://www.yelp.com/biz/potbelly-sandwich-shop-silver-spring,false,DCA,2025-11-03T07:02:20.896Z,null,Desserts,null,null,null
Burgers & Sandwiches,1759150,French Dip Sandwich Caesar Salad,"thinly sliced prime rib warmed in au jus and served on a toasted sub roll with fried onions, melted swiss and a side of horseradish mayo. served with choice of side.",Full Menu,4.0,2025-10-31,http://theopi.com,http://theopi.com,null,https://www.yelp.com/biz/the-olde-philadelphia-inn-rosedale,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Fries And Sides,762561,Fully Loaded Fries,"our famous seasoned fries topped with cheese, ranch and crispy bacon.",Full Menu,6.99,2025-10-31,https://locations.checkersandrallys.com/md/glen-burnie/1417-n.-crain-hwy.,https://locations.checkersandrallys.com/md/glen-burnie/1417-n.-crain-hwy.,https://www.checkers.com/food/,https://www.yelp.com/biz/checkers-glen-burnie-2,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Limited Time Offerings,762561,Glo Da P's Bbq Double,"bold bbq at checkers & rallys! get the new glo da ps bbq double, made with two 100% beef hamburger patties topped with american cheese, dill pickles, our sweet & smoky bbq sauce and mayo all served between two thick slices of garlic texas toast.",Full Menu,6.59,2025-10-31,https://locations.checkersandrallys.com/md/glen-burnie/1417-n.-crain-hwy.,https://locations.checkersandrallys.com/md/glen-burnie/1417-n.-crain-hwy.,https://www.checkers.com/food/,https://www.yelp.com/biz/checkers-glen-burnie-2,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Flowering Tea,1647818,Golden Jasmine,golden-tipped black tea scented with delicate jasmine imparts hints of chocolate,Tea Menu,5.25,2025-10-31,http://www.spilttearoom.com/,http://www.spilttearoom.com/,https://masked.com/,https://www.opentable.com/r/spilt-tea-fredericksburg,true,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Light Breakfast,1745531,Granola,"homemade granola, maple syrup, banana, toasted coconut (vg, gf, df)",Breakfast,18.0,2025-10-31,https://www.hilton.com/en/hotels/mclmhhh-hilton-mclean-tysons-corner/dining/,https://www.hilton.com/en/hotels/mclmhhh-hilton-mclean-tysons-corner/dining/,https://www3.hilton.com/en/hotels/virginia/hilton-mclean-tysons-corner-mclmhhh/dining/index.html,https://www.opentable.com/r/harth-mclean,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Tacos,1705451,Ground Beef Tacos,"three crispy corn tortilla shells filled with ground beef, topped with lettuce, pico de gallo, and shredded cheese",Menu,17.0,2025-10-31,null,null,http://www.instagram.com/loscaballerosdc/,https://www.opentable.com/r/los-caballeros-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Breakfast,2170127,Honey Walnut Cream Cheese Spread - Tub 8 Oz,"90 cal. honey walnut cream cheese spread - tub 8 oz. 90 cal per 1 oz, serves 8. allergens: contains milk, tree nuts","{""type"":""breakfast"",""updatedat"":""2024-08-14t08:54:z"",""storeid"":""600781""}",4.39,2025-10-31,null,null,https://www.panerabread.com/en-us/menu-categories/freshly-baked-breads.html,https://www.yelp.com/biz/panera-bread-fairfax-2,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Bakery,2170127,Honey Walnut Cream Cheese Spread - Tub 8 Oz,"90 cal. honey walnut cream cheese spread - tub 8 oz. 90 cal per 1 oz, serves 8. allergens: contains milk, tree nuts","{""type"":""breakfast"",""updatedat"":""2024-08-14t08:54:z"",""storeid"":""600781""}",4.39,2025-10-31,null,null,https://www.panerabread.com/en-us/menu-categories/freshly-baked-breads.html,https://www.yelp.com/biz/panera-bread-fairfax-2,false,DCA,2025-11-03T07:02:20.896Z,null,Desserts,null,null,null
Sides & Spreads,2170127,Honey Walnut Cream Cheese Spread - Tub 8 Oz,"90 cal. honey walnut cream cheese spread - tub 8 oz. 90 cal per 1 oz, serves 8. allergens: contains milk, tree nuts","{""type"":""breakfast"",""updatedat"":""2024-08-14t08:54:z"",""storeid"":""600781""}",4.39,2025-10-31,null,null,https://www.panerabread.com/en-us/menu-categories/freshly-baked-breads.html,https://www.yelp.com/biz/panera-bread-fairfax-2,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Turkish,509292,"Kalecik Karasi, 2005, Ankara - 3oz","one of the indigenous and prestigious grape variety used for anatolian wine making tradition for centuries. this elegant and complex wine has aromas of red dried fruits, prune, dried mulberry and sweet spices",Wine List,7.0,2025-10-31,http://ezmedc.com/,http://ezmedc.com/,https://masked.com/,https://www.opentable.com/r/ezme-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Other,null,null,null
Cake In A Box,1524692,M&m's(r) With Cookie Dough Cake In A Box,"layers of confetti cake, m&m's(r) chocolate candies, chocolate chip cookie dough ice cream, whipped frosting, cookie dough pieces, more m&m's(r) chocolate candies, and fudge made right in a convenient, re-closeable box! one size only: serves 10-12. m&m's(r) are registered trademarks of mars incorporated and/or its affiliates. use of m&m's(r) milk chocolate candies/m&m's(r) minis may vary by location.",Menu,37.48,2025-10-31,https://www.baskinrobbins.com,https://www.baskinrobbins.com,null,https://www.ubereats.com/store/baskin-robbins-19316-montogmery-village-ave/3a3Qjck6QU6sZrDwAhMcUA,false,DCA,2025-11-03T07:02:20.896Z,null,Desserts,null,null,null
Shakahari (vegetarian),2120157,Methi Malai Matter,a rich combination of fenugreek leaves & green peas cooked in a creamy sauce.,Main Menu,11.99,2025-10-31,http://www.mounteverestrestaurant.com,http://www.mounteverestrestaurant.com,https://masked.com/,https://www.opentable.com/r/mount-everest-restaurant-nottingham,true,DCA,2025-11-03T07:02:20.896Z,null,Other,null,null,null
Plant Based Entrees,1677645,Mushroom Tibs,stir-fried mushroom with onions and peppers with a side of yemsir wot,Main Menu,18.5,2025-10-31,http://www.letenarestaurant.com,http://www.letenarestaurant.com,http://www.letenarestaurant.com/menu.html,https://www.opentable.com/r/letena-ethiopian-restaurant-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Pizza And Pasta,643176,Orecchiette Bolognese,"ground beef and pork, cooked with onion, celery, carrot, and tomatoes",Lunch Menu,24.0,2025-10-31,http://www.lenfantbarandgrill.com,http://www.lenfantbarandgrill.com,http://places.singleplatform.com/lenfant-plaza-hotel/menu,https://www.opentable.com/r/lenfant-bar-and-grill-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Fresh Juices,1704403,Pink Grapefruit,null,Brunch,8.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
